Id,Artnamn,Vetenskapligt namn,Antal,Ålder-Stadium,Kön,Aktivitet,Ost,Nord,Startdatum,Slutdatum,Publik kommentar,Biotop-beskrivning
126432813,Rovfjäril,Pieris rapae,1,imago/adult,,friflygande,1556816,6416619,2025-07-01,2025-07-01,,
127133698,Rovfjäril,Pieris rapae,1,imago/adult,,friflygande,1535492,6437245,2025-07-14,2025-07-14,,
127133047,Rovfjäril,Pieris rapae,1,imago/adult,,friflygande,1552985,6435416,2025-07-28,2025-07-28,,
127133540,Rovfjäril,Pieris rapae,1,imago/adult,,friflygande,1553732,6424282,2025-07-10,2025-07-10,,
127133035,Rovfjäril,Pieris rapae,1,imago/adult,,friflygande,1539098,6433941,2025-07-28,2025-07-28,,
127133161,Rovfjäril,Pieris rapae,3,imago/adult,,friflygande,1556137,6423583,2025-07-30,2025-07-30,,
125507405,Rovfjäril,Pieris rapae,5,imago/adult, ,friflygande,1670410,6576632,2025-05-29,2025-05-29,,
127266114,Rovfjäril,Pieris rapae,2,imago/adult, ,födosökande,1546645,6454693,2025-08-05,2025-08-05,,
125656862,Rovfjäril,Pieris rapae,1,imago/adult, ,vilande,1547188,6453976,2025-06-03,2025-06-03,,
127776395,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1545974,6455190,2025-08-24,2025-08-24,,
125487881,Rovfjäril,Pieris rapae,1,imago/adult, ,vilande,1634500,6568430,2025-05-12,2025-05-12,,
127796515,Rovfjäril,Pieris rapae,1,imago/adult, ,vilande,1634500,6568430,2025-07-06,2025-07-06,,
127154726,Rovfjäril,Pieris rapae,2, , ,friflygande,1386859,6301205,2025-08-04,2025-08-04,,
128111229,Rovfjäril,Pieris rapae,1, , ,frispringande/krypande,1386859,6301205,2025-08-31,2025-08-31,,
131524608,Rovfjäril,Pieris rapae,1, , , ,1352987,6167473,2025-07-13,2025-07-13,,
128594474,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1679640,6373458,2025-09-21,2025-09-21,,
127656480,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1646611,6390498,2025-08-18,2025-08-18,,
128186179,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1676870,6370720,2025-09-03,2025-09-03,,
127463670,Rovfjäril,Pieris rapae,2,imago/adult, ,friflygande,1649081,6393520,2025-08-13,2025-08-13,,
127081693,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1676870,6370720,2025-08-01,2025-08-01,,
126651784,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1676870,6370720,2025-07-14,2025-07-14,,
128929807,Rovfjäril,Pieris rapae,2,imago/adult, ,friflygande,1338944,6178255,2025-09-20,2025-09-20,,
127130165,Rovfjäril,Pieris rapae,2,imago/adult,,födosökande,1495328,6719283,2025-08-03,2025-08-03,,
127155856,Rovfjäril,Pieris rapae,5,imago/adult,,födosökande,1548460,6753334,2025-08-04,2025-08-04,,
127667486,Rovfjäril,Pieris rapae,3,imago/adult, ,friflygande,1347664,6154600,2025-08-18,2025-08-18,,
127667346,Rovfjäril,Pieris rapae,2,imago/adult, ,friflygande,1348274,6153118,2025-08-18,2025-08-18,,
126769240,Rovfjäril,Pieris rapae,3,imago/adult, ,friflygande,1350363,6140511,2025-07-19,2025-07-19,,
127455896,Rovfjäril,Pieris rapae,2,imago/adult, ,friflygande,1347738,6154274,2025-08-08,2025-08-08,,
127667368,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1348548,6153118,2025-08-18,2025-08-18,,
126769104,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1350034,6139901,2025-07-19,2025-07-19,,
126500103,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1350363,6140511,2025-07-02,2025-07-02,,
127017580,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1350754,6140534,2025-07-29,2025-07-29,,
127844671,Rovfjäril,Pieris rapae,3,imago/adult, ,friflygande,1350826,6140347,2025-08-26,2025-08-26,,
126499897,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1348705,6153043,2025-07-01,2025-07-01,,
127456120,Rovfjäril,Pieris rapae,7,imago/adult, ,friflygande,1348429,6153062,2025-08-08,2025-08-08,,
127456233,Rovfjäril,Pieris rapae,2,imago/adult, ,friflygande,1348705,6153043,2025-08-08,2025-08-08,,
127455653,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1347456,6154508,2025-08-08,2025-08-08,,
127844611,Rovfjäril,Pieris rapae,3,imago/adult, ,friflygande,1350142,6139958,2025-08-26,2025-08-26,,
126661289,Rovfjäril,Pieris rapae,4,imago/adult, ,friflygande,1347630,6154462,2025-07-14,2025-07-14,,
127017614,Rovfjäril,Pieris rapae,7,imago/adult, ,friflygande,1350071,6140187,2025-07-29,2025-07-29,,
127667431,Rovfjäril,Pieris rapae,7,imago/adult, ,friflygande,1347630,6154462,2025-08-18,2025-08-18,,
126500030,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1350826,6140347,2025-07-02,2025-07-02,,
126499376,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1347636,6154087,2025-07-01,2025-07-01,,
127455607,Rovfjäril,Pieris rapae,4,imago/adult, ,friflygande,1347630,6154462,2025-08-08,2025-08-08,,
127455877,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1347738,6154431,2025-08-08,2025-08-08,,
127667512,Rovfjäril,Pieris rapae,17,imago/adult, ,friflygande,1347839,6154595,2025-08-18,2025-08-18,,
127455750,Rovfjäril,Pieris rapae,2,imago/adult, ,friflygande,1347664,6154600,2025-08-08,2025-08-08,,
127455237,Rovfjäril,Pieris rapae,4,imago/adult, ,friflygande,1350363,6140511,2025-08-13,2025-08-13,,
127455122,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1350291,6140035,2025-08-13,2025-08-13,,
126661364,Rovfjäril,Pieris rapae,4,imago/adult, ,friflygande,1347502,6154618,2025-07-14,2025-07-14,,
126661770,Rovfjäril,Pieris rapae,2,imago/adult, ,friflygande,1348274,6153118,2025-07-14,2025-07-14,,
126769238,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1350586,6140661,2025-07-19,2025-07-19,,
127667541,Rovfjäril,Pieris rapae,2,imago/adult, ,friflygande,1347738,6154274,2025-08-18,2025-08-18,,
126499822,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1348143,6153198,2025-07-01,2025-07-01,,
127456200,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1348548,6153118,2025-08-08,2025-08-08,,
126769154,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1350291,6140035,2025-07-19,2025-07-19,,
127844690,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1350754,6140534,2025-08-26,2025-08-26,,
127455813,Rovfjäril,Pieris rapae,2,imago/adult, ,friflygande,1347839,6154595,2025-08-08,2025-08-08,,
127455976,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1347914,6154486,2025-08-08,2025-08-08,,
127017539,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1350560,6140191,2025-07-29,2025-07-29,,
127667533,Rovfjäril,Pieris rapae,3,imago/adult, ,friflygande,1347738,6154431,2025-08-18,2025-08-18,,
127667585,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1347914,6154486,2025-08-18,2025-08-18,,
126661451,Rovfjäril,Pieris rapae,4,imago/adult, ,friflygande,1347839,6154595,2025-07-14,2025-07-14,,
127455247,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1350071,6140187,2025-08-13,2025-08-13,,
126499410,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1347537,6154305,2025-07-01,2025-07-01,,
127017556,Rovfjäril,Pieris rapae,4,imago/adult, ,friflygande,1350826,6140347,2025-07-29,2025-07-29,,
127456070,Rovfjäril,Pieris rapae,3,imago/adult, ,friflygande,1348143,6153198,2025-08-08,2025-08-08,,
126661412,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1347664,6154600,2025-07-14,2025-07-14,,
126661530,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1347853,6154295,2025-07-14,2025-07-14,,
126661798,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1348429,6153062,2025-07-14,2025-07-14,,
126769255,Rovfjäril,Pieris rapae,4,imago/adult, ,friflygande,1350071,6140187,2025-07-19,2025-07-19,,
127844604,Rovfjäril,Pieris rapae,3,imago/adult, ,friflygande,1350034,6139901,2025-08-26,2025-08-26,,
126769200,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1350560,6140191,2025-07-19,2025-07-19,,
127667333,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1348143,6153198,2025-08-18,2025-08-18,,
126499434,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1347630,6154462,2025-07-01,2025-07-01,,
126661737,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1348143,6153198,2025-07-14,2025-07-14,,
127844643,Rovfjäril,Pieris rapae,5,imago/adult, ,friflygande,1350291,6140035,2025-08-26,2025-08-26,,
127667602,Rovfjäril,Pieris rapae,2,imago/adult, ,friflygande,1348016,6154569,2025-08-18,2025-08-18,,
126769225,Rovfjäril,Pieris rapae,2,imago/adult, ,friflygande,1350826,6140347,2025-07-19,2025-07-19,,
126769226,Rovfjäril,Pieris rapae,2,imago/adult, ,friflygande,1350754,6140534,2025-07-19,2025-07-19,,
127667457,Rovfjäril,Pieris rapae,6,imago/adult, ,friflygande,1347502,6154618,2025-08-18,2025-08-18,,
127844713,Rovfjäril,Pieris rapae,8,imago/adult, ,friflygande,1350363,6140511,2025-08-26,2025-08-26,,
127844735,Rovfjäril,Pieris rapae,2,imago/adult, ,friflygande,1350071,6140187,2025-08-26,2025-08-26,,
127667453,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1347456,6154508,2025-08-18,2025-08-18,,
126810367,Rovfjäril,Pieris rapae,2,,,,1608562,6639842,2025-07-20,2025-07-20,,
127055452,Rovfjäril,Pieris rapae,noterad,,,,1608562,6639842,2025-07-28,2025-07-28,,
126855453,Rovfjäril,Pieris rapae,1,,,,1608562,6639842,2025-07-21,2025-07-21,,
127336155,Rovfjäril,Pieris rapae,2,,,,1608562,6639842,2025-08-07,2025-08-07,,
126739527,Rovfjäril,Pieris rapae,2,,,,1608562,6639842,2025-07-17,2025-07-17,,
126904831,Rovfjäril,Pieris rapae,6,,,,1608562,6639842,2025-07-23,2025-07-23,,
128759057,Rovfjäril,Pieris rapae,1,imago/adult, , ,1316418,6158854,2025-09-28,2025-09-28,,
127356890,Rovfjäril,Pieris rapae,noterad, , , ,1317581,6158883,2025-08-09,2025-08-09,,
127165119,Rovfjäril,Pieris rapae,1,imago/adult, , ,1294755,6480522,2025-08-03,2025-08-03,,
127060227,Rovfjäril,Pieris rapae,1,imago/adult, , ,1294755,6480522,2025-07-25,2025-07-25,,
125042764,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1549870,6280010,2025-05-13,2025-05-13,,
126792326,Rovfjäril,Pieris rapae,1,imago/adult, , ,1391820,6141060,2025-07-18,2025-07-18,,
127752959,Rovfjäril,Pieris rapae,1,imago/adult, , ,1440833,6228545,2025-08-18,2025-08-18,Vilande.,
126721872,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1499960,6442750,2025-07-17,2025-07-17,Födosökande på lavendel.,
128359413,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1499960,6442750,2025-09-10,2025-09-10,Födosökande på isop.,
127804696,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1499960,6442750,2025-08-25,2025-08-25,,
126864289,Rovfjäril,Pieris rapae,4,imago/adult, ,födosökande,1499960,6442750,2025-07-23,2025-07-23,Födosökande på Jätteverbena (Verbena bonariensis).,
127003749,Rovfjäril,Pieris rapae,1,imago/adult, ,äggläggande,1543576,6421006,2025-07-28,2025-07-28,,
127046343,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1530444,6410792,2025-07-30,2025-07-30,,
125063129,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1522372,6432644,2025-05-13,2025-05-13,,
127006488,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1525559,6273750,2025-07-27,2025-07-27,,
127609483,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1530444,6410792,2025-08-14,2025-08-14,,
126585571,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1559086,6421624,2025-07-10,2025-07-10,,
127356416,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1530444,6410792,2025-08-08,2025-08-08,,
126918926,Rovfjäril,Pieris rapae,2,imago/adult, ,födosökande,1530444,6410792,2025-07-24,2025-07-24,,
127305615,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1530444,6410792,2025-08-07,2025-08-07,,
126552205,Rovfjäril,Pieris rapae,3,imago/adult, ,friflygande,1530444,6410792,2025-07-09,2025-07-09,,
127003755,Rovfjäril,Pieris rapae,3,imago/adult, ,födosökande,1543576,6421006,2025-07-28,2025-07-28,,
128208308,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1399610,6276630,2025-09-04,2025-09-04,"trädgård, på vialblom",
126862018,Rovfjäril,Pieris rapae,2, , ,friflygande,1399610,6276630,2025-07-23,2025-07-23,ängar inom 50 m från huset,
126714793,Rovfjäril,Pieris rapae,1, , ,friflygande,1399610,6276630,2025-07-17,2025-07-17,,
129586914,Rovfjäril,Pieris rapae,2,imago/adult,,friflygande,1401054,6277206,2025-07-28,2025-07-28,1 V jv.,
129586230,Rovfjäril,Pieris rapae,5,imago/adult,,friflygande,1401054,6277206,2025-07-24,2025-07-24,2 V jv.,
129587919,Rovfjäril,Pieris rapae,2,imago/adult,,friflygande,1401054,6277206,2025-08-26,2025-08-26,V jv.,
127601763,Rovfjäril,Pieris rapae,1,imago/adult,,friflygande,1401054,6277206,2025-05-06,2025-05-06,Ö jv.,
129587927,Rovfjäril,Pieris rapae,2,imago/adult,,friflygande,1401054,6277206,2025-08-18,2025-08-18,1 V jv.,
129588897,Rovfjäril,Pieris rapae,3,imago/adult,,friflygande,1401054,6277206,2025-08-31,2025-08-31,2 V jv.,
129587935,Rovfjäril,Pieris rapae,1,imago/adult,,friflygande,1401054,6277206,2025-08-17,2025-08-17,V jv.,
126828724,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1592300,6563090,2025-07-19,2025-07-19,,
128235812,Rovfjäril,Pieris rapae,1,imago/adult, ,vilande,1592300,6563090,2025-09-05,2025-09-05,,
128315740,Rovfjäril,Pieris rapae,2,imago/adult, ,födosökande,1592300,6563090,2025-09-07,2025-09-07,,
127049294,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1592300,6563090,2025-07-26,2025-07-26,,
127695031,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1523851,6619336,2025-08-10,2025-08-10,,
129106213,Rovfjäril,Pieris rapae,noterad,imago/adult, , ,1436853,6294094,2025-07-30,2025-07-30,,
126361640,Rovfjäril,Pieris rapae,1, , , ,1282494,6403599,2025-07-02,2025-07-02,,
126904028,Rovfjäril,Pieris rapae,1, , , ,1346467,6495768,2025-07-23,2025-07-23,,
128593805,Rovfjäril,Pieris rapae,1, , , ,1279883,6402614,2025-09-20,2025-09-20,,
125733481,Rovfjäril,Pieris rapae,noterad, , , ,1279764,6407797,2025-06-05,2025-06-05,,
126545517,Rovfjäril,Pieris rapae,noterad, , , ,1281489,6406249,2025-07-09,2025-07-09,,
128282076,Rovfjäril,Pieris rapae,2, , , ,1279883,6402614,2025-09-07,2025-09-07,,
126752978,Rovfjäril,Pieris rapae,noterad, , , ,1298801,6230803,2025-07-18,2025-07-18,,
125872699,Rovfjäril,Pieris rapae,noterad, , , ,1281489,6406249,2025-06-11,2025-06-11,,
128728097,Rovfjäril,Pieris rapae,3, , , ,1279764,6407797,2025-09-25,2025-09-25,,
126724312,Rovfjäril,Pieris rapae,noterad, , , ,1280050,6402718,2025-07-17,2025-07-17,,
126636917,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1428741,6329968,2025-07-13,2025-07-13,,
127104874,Rovfjäril,Pieris rapae,1,imago/adult,,vilande,1455177,6365307,2025-08-02,2025-08-02,,
127445011,Rovfjäril,Pieris rapae,1,imago/adult, , ,1303000,6306100,2025-08-13,2025-08-13,,
128571767,Rovfjäril,Pieris rapae,1, , , ,1344296,6492243,2025-09-20,2025-09-20,,
124664282,Rovfjäril,Pieris rapae,1, , , ,1348614,6488996,2025-05-02,2025-05-02,,
125714041,Rovfjäril,Pieris rapae,1,imago/adult,,friflygande,1397688,6553315,2025-06-05,2025-06-05,,
126864696,Rovfjäril,Pieris rapae,2,imago/adult, , ,1329547,6274447,2025-07-23,2025-07-23,,
125229444,Rovfjäril,Pieris rapae,2, , ,friflygande,1614805,6592844,2025-05-19,2025-05-19,,
127282255,Rovfjäril,Pieris rapae,2, , , ,1259611,6440620,2025-08-06,2025-08-06,,
125844115,Rovfjäril,Pieris rapae,1,imago/adult, ,revirhävdande,1603869,6634606,2025-06-10,2025-06-10,,
126525275,Rovfjäril,Pieris rapae,1,imago/adult, , ,1540778,6326321,2025-07-08,2025-07-08,,
122197632,Rovfjäril,Pieris rapae,1,imago/adult,hane,friflygande,1629321,6595725,2025-01-16,2025-01-16,Vi har en rovfjäril i köket trots att det är vinter. Den är vaken och flyger omkring. Vi testar att sätta ut olika sorters mat som den kan tänkas tycka om. Den heter numera Bob.,
127050497,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1585523,6717473,2025-07-30,2025-07-30,,
125645113,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1501230,6224270,2025-06-02,2025-06-02,,
127331180,Rovfjäril,Pieris rapae,4, , , ,1308374,6432071,2025-08-07,2025-08-07,,
126973818,Rovfjäril,Pieris rapae,noterad,,,,1590280,6718346,2025-07-25,2025-07-25,,
128113766,Rovfjäril,Pieris rapae,1,larv/nymf, ,födosökande,1464760,6568263,2025-08-31,2025-08-31,På indiankrasse.,
128644228,Rovfjäril,Pieris rapae,1,larv/nymf, ,frispringande/krypande,1487905,6561545,2025-09-23,2025-09-23,,
125829450,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1626103,6591102,2025-06-09,2025-06-09,,
128723580,Rovfjäril,Pieris rapae,1, , , ,1645407,6558295,2025-09-26,2025-09-26,,
126999002,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1623660,6536920,2025-07-27,2025-07-27,,
126936989,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1351573,6351006,2025-07-26,2025-07-26,,
127396446,Rovfjäril,Pieris rapae,1, ,hane,födosökande,1714196,7378532,2025-08-11,2025-08-11,,
127003340,Rovfjäril,Pieris rapae,1,imago/adult, , ,1465046,6557619,2025-07-25,2025-07-25,,
126611639,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1272833,6417015,2025-07-12,2025-07-12,,
126975919,Rovfjäril,Pieris rapae,noterad,,,,1302986,6503435,2025-07-28,2025-07-28,,
127032516,Rovfjäril,Pieris rapae,1,,hona,,1318424,6145142,2025-07-29,2025-07-29,,
126827966,Rovfjäril,Pieris rapae,noterad, , , ,1450540,6250316,2025-07-21,2025-07-21,,
124773646,Rovfjäril,Pieris rapae,1,imago/adult, , ,1281244,6385486,2025-05-05,2025-05-05,,
131369239,Rovfjäril,Pieris rapae,1,imago/adult,,friflygande,1588620,6620512,2025-07-17,2025-07-17,Inventering utförd av AFRY,
127430239,Rovfjäril,Pieris rapae,2, , ,födosökande,1464740,6569100,2025-08-12,2025-08-12,,
126982532,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1451677,6611956,2025-07-25,2025-07-25,,
125108944,Rovfjäril,Pieris rapae,1, ,hona, ,1297349,6313979,2025-05-15,2025-05-15,,
126844282,Rovfjäril,Pieris rapae,noterad, , , ,1284109,6336664,2025-07-21,2025-07-21,,
124727471,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1621940,6571240,2025-05-03,2025-05-03,,
127057206,Rovfjäril,Pieris rapae,1, , ,födosökande,1330541,6402073,2025-07-31,2025-07-31,,
127318823,Rovfjäril,Pieris rapae,1,,,,1321040,6191243,2025-08-06,2025-08-06,,
126768028,Rovfjäril,Pieris rapae,1, , , ,1473820,6549490,2025-07-19,2025-07-19,,
126016431,Rovfjäril,Pieris rapae,1,imago/adult, , ,1623017,6533510,2025-06-17,2025-06-17,,
126895272,Rovfjäril,Pieris rapae,2, , ,friflygande,1362207,6503408,2025-07-22,2025-07-22,,
127662248,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1626773,6583236,2025-08-18,2025-08-18,,
125046202,Rovfjäril,Pieris rapae,noterad,imago/adult, ,friflygande,1286776,6410588,2025-05-13,2025-05-13,,
126748924,Rovfjäril,Pieris rapae,noterad,imago/adult, ,friflygande,1301770,6224860,2025-07-18,2025-07-18,,
126797323,Rovfjäril,Pieris rapae,noterad,imago/adult, ,födosökande,1329474,6227910,2025-07-19,2025-07-19,,
127010102,Rovfjäril,Pieris rapae,noterad,imago/adult, , ,1252703,6405621,2025-07-29,2025-07-29,,
126889996,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1548810,6602670,2025-07-24,2025-07-24,På hampflockel och åkertistel,Sjöstrand
128595993,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1466904,6572445,2025-09-21,2025-09-21,,
128398875,Rovfjäril,Pieris rapae,1,imago/adult, , ,1314224,6226141,2025-09-12,2025-09-12,,
125129218,Rovfjäril,Pieris rapae,1, , ,friflygande,1486793,6478218,2025-05-16,2025-05-16,,
127036351,Rovfjäril,Pieris rapae,1,imago/adult, ,vilande,1487722,6475964,2025-07-30,2025-07-30,,
126570490,Rovfjäril,Pieris rapae,1, , ,födosökande,1546053,6262249,2025-07-10,2025-07-10,,
128332872,Rovfjäril,Pieris rapae,noterad,imago/adult, ,födosökande,1389531,6141436,2025-09-09,2025-09-09,,
124104350,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1513360,6342620,2025-04-15,2025-04-15,,
126959362,Rovfjäril,Pieris rapae,noterad,imago/adult, , ,1601876,6639278,2025-07-27,2025-07-27,,
125078799,Rovfjäril,Pieris rapae,1, , , ,1318417,6622801,2025-05-14,2025-05-14,,
127093898,Rovfjäril,Pieris rapae,noterad,imago/adult, ,friflygande,1336886,6221089,2025-08-01,2025-08-01,,
127770881,Rovfjäril,Pieris rapae,1,imago/adult,,,1578419,6586848,2025-08-24,2025-08-24,,
133057423,Rovfjäril,Pieris rapae,2, ,hane,friflygande,1599990,6631990,2025-08-12,2025-08-12,,
125043460,Rovfjäril,Pieris rapae,noterad, , , ,1619465,6595806,2025-05-11,2025-05-11,,
127060501,Rovfjäril,Pieris rapae,noterad,imago/adult, ,friflygande,1448042,6394309,2025-07-31,2025-07-31,,
126518596,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1268300,6407525,2025-07-08,2025-07-08,,
126872437,Rovfjäril,Pieris rapae,2, , , ,1614448,6614005,2025-07-20,2025-07-20,,
125505968,Rovfjäril,Pieris rapae,noterad, , , ,1532305,6482076,2025-05-29,2025-05-29,,
128494837,Rovfjäril,Pieris rapae,3,imago/adult, ,friflygande,1622402,6561989,2025-09-12,2025-09-12,,
128068433,Rovfjäril,Pieris rapae,4,,,,1639460,6376950,2025-08-28,2025-08-28,,
126914622,Rovfjäril,Pieris rapae,noterad,,,,1357446,6172635,2025-07-18,2025-07-18,,
127425475,Rovfjäril,Pieris rapae,2, , ,födosökande,1455530,6367120,2025-08-12,2025-08-12,I buddlejan.,
127911113,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1477510,6432610,2025-08-24,2025-08-24,,
127483318,Rovfjäril,Pieris rapae,noterad, , ,friflygande,1624500,6708741,2025-08-10,2025-08-10,,
127771827,Rovfjäril,Pieris rapae,20,imago/adult, ,födosökande,1279492,6353084,2025-08-24,2025-08-24,,
125263816,Rovfjäril,Pieris rapae,noterad, , ,friflygande,1424645,6312298,2025-05-19,2025-05-19,,
124507290,Rovfjäril,Pieris rapae,1,,,,1337313,6242075,2025-04-27,2025-04-27,,
125240665,Rovfjäril,Pieris rapae,noterad,,,,1491451,6249372,2025-05-19,2025-05-19,,
126884951,Rovfjäril,Pieris rapae,1, , , ,1257335,6423478,2025-07-22,2025-07-22,,
126623333,Rovfjäril,Pieris rapae,1, , ,friflygande,1623816,6535020,2025-07-13,2025-07-13,,
124759213,Rovfjäril,Pieris rapae,noterad,,,,1403105,6209320,2025-04-27,2025-04-27,flera ex,
128592785,Rovfjäril,Pieris rapae,1, , ,födosökande,1306300,6296850,2025-09-20,2025-09-20,,
129030555,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1537400,6349700,2025-10-10,2025-10-10,,
126743501,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1464908,6544332,2025-07-18,2025-07-18,,
127663614,Rovfjäril,Pieris rapae,noterad,imago/adult, , ,1263790,6439040,2025-07-22,2025-07-22,,
127106905,Rovfjäril,Pieris rapae,2,imago/adult, ,födosökande,1335709,6150094,2025-08-02,2025-08-02,,
126299085,Rovfjäril,Pieris rapae,noterad, , ,friflygande,1320543,6190038,2025-06-29,2025-06-29,,
126965191,Rovfjäril,Pieris rapae,noterad,,,,1382207,6149199,2025-07-27,2025-07-27,,
124508762,Rovfjäril,Pieris rapae,1, , ,friflygande,1490199,6230462,2025-04-27,2025-04-27,,
126855325,Rovfjäril,Pieris rapae,1,imago/adult, , ,1465780,6608050,2025-07-22,2025-07-22,,
127108713,Rovfjäril,Pieris rapae,1, , ,födosökande,1385198,6306273,2025-08-02,2025-08-02,,
126817631,Rovfjäril,Pieris rapae,noterad,imago/adult, ,friflygande,1263691,6408549,2025-07-21,2025-07-21,,
125364472,Rovfjäril,Pieris rapae,noterad,,,,1468925,6573353,2025-05-24,2025-05-24,,
125270495,Rovfjäril,Pieris rapae,2,imago/adult, ,friflygande,1508687,6558483,2025-05-20,2025-05-20,,
124561993,Rovfjäril,Pieris rapae,3,imago/adult, ,friflygande,1271126,6402582,2025-04-29,2025-04-29,,
128236563,Rovfjäril,Pieris rapae,1,imago/adult,hona,födosökande,1451116,6289777,2025-09-05,2025-09-05,,
126717930,Rovfjäril,Pieris rapae,noterad, , , ,1284898,6338967,2025-07-17,2025-07-17,,
126904623,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1596989,6648618,2025-07-25,2025-07-25,,
126962857,Rovfjäril,Pieris rapae,2,imago/adult, ,friflygande,1396292,6491459,2025-07-27,2025-07-27,,
126722447,Rovfjäril,Pieris rapae,noterad,,,,1333494,6178583,2025-07-17,2025-07-17,,
125936281,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1625750,6540890,2025-06-13,2025-06-13,,
125659289,Rovfjäril,Pieris rapae,1, , , ,1604255,6634158,2025-06-03,2025-06-03,,
124950909,Rovfjäril,Pieris rapae,noterad,imago/adult, ,födosökande,1440272,6307106,2025-05-01,2025-05-01,,
127179856,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1447703,6393407,2025-08-05,2025-08-05,,
129199274,Rovfjäril,Pieris rapae,5,imago/adult, , ,1529916,6295358,2025-07-27,2025-07-27,,
126849726,Rovfjäril,Pieris rapae,noterad,imago/adult,,,1270378,6379416,2025-07-22,2025-07-22,,
127578113,Rovfjäril,Pieris rapae,1,imago/adult,,friflygande,1627309,6581046,2025-08-15,2025-08-15,,
126939019,Rovfjäril,Pieris rapae,1,imago/adult, , ,1474622,6228280,2025-07-26,2025-07-26,,
