Id,Artnamn,Vetenskapligt namn,Antal,Ålder-Stadium,Kön,Aktivitet,Ost,Nord,Startdatum,Slutdatum,Publik kommentar,Biotop-beskrivning
127036895,Rovfjäril,Pieris rapae,1,imago/adult, , ,1553735,6418957,2025-07-30,2025-07-30,,
126561374,Rovfjäril,Pieris rapae,noterad, , , ,1440201,6231353,2025-07-10,2025-07-10,,
127048295,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1293630,6478610,2025-07-31,2025-07-31,,
125565891,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1308967,6298437,2025-05-31,2025-05-31,,
126765947,Rovfjäril,Pieris rapae,1,imago/adult, , ,1293785,6395796,2025-07-19,2025-07-19,,
127408710,Rovfjäril,Pieris rapae,15,imago/adult, ,födosökande,1585132,6624716,2025-08-11,2025-08-11,(uppskattat antal; anger minimum),
128389180,Rovfjäril,Pieris rapae,1, , , ,1403440,6201715,2025-09-12,2025-09-12,,
128315896,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1538321,6247712,2025-09-03,2025-09-03,,
126772158,Rovfjäril,Pieris rapae,noterad,,,,1556268,6584946,2025-07-19,2025-07-19,,
127764603,Rovfjäril,Pieris rapae,1,imago/adult,,friflygande,1277291,6350853,2025-08-20,2025-08-20,,
126838486,Rovfjäril,Pieris rapae,2,imago/adult, ,friflygande,1641230,6562290,2025-07-22,2025-07-22,,
126909034,Rovfjäril,Pieris rapae,1,imago/adult, , ,1671092,6614526,2025-07-25,2025-07-25,,
127483014,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1333921,6176914,2025-08-14,2025-08-14,,
127795633,Rovfjäril,Pieris rapae,noterad,imago/adult,,födosökande,1275232,6398961,2025-07-27,2025-07-27,,Trädgård
127650026,Rovfjäril,Pieris rapae,3,imago/adult, ,friflygande,1502647,6464771,2025-07-26,2025-07-26,,lövbryn mot åker
126884374,Rovfjäril,Pieris rapae,1,imago/adult,hane,födosökande,1442150,6458010,2025-07-24,2025-07-24,,
125978053,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1592394,6674756,2025-06-15,2025-06-15,,
127747285,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1435490,6407338,2025-08-22,2025-08-22,,
126959014,Rovfjäril,Pieris rapae,2, , ,födosökande,1547518,6387998,2025-07-27,2025-07-27,På mynta,
126564133,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1333941,6289789,2025-07-10,2025-07-10,,
128501066,Rovfjäril,Pieris rapae,2,imago/adult, ,friflygande,1269827,6422458,2025-09-17,2025-09-17,,
127012575,Rovfjäril,Pieris rapae,1, , , ,1520290,6494773,2025-07-28,2025-07-28,,
124929907,Rovfjäril,Pieris rapae,noterad,imago/adult, , ,1306750,6292880,2025-05-10,2025-05-10,,
127756705,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1266591,6400242,2025-08-23,2025-08-23,,
125609835,Rovfjäril,Pieris rapae,1, , ,födosökande,1625511,6597388,2025-05-31,2025-05-31,,
128055114,Rovfjäril,Pieris rapae,1,imago/adult, , ,1288899,6410418,2025-08-13,2025-08-13,,
128698613,Rovfjäril,Pieris rapae,3, , ,friflygande,1484170,6220140,2025-09-25,2025-09-25,,
127313934,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1557528,6502308,2025-08-03,2025-08-03,,
126870132,Rovfjäril,Pieris rapae,noterad,,,,1580934,6549212,2025-07-22,2025-07-22,,trädgård
126730655,Rovfjäril,Pieris rapae,1, , , ,1551666,6277017,2025-07-17,2025-07-17,,
128475609,Rovfjäril,Pieris rapae,noterad,imago/adult, , ,1551044,6278287,2025-09-14,2025-09-14,,
126749105,Rovfjäril,Pieris rapae,2, , ,födosökande,1245083,6447554,2025-07-18,2025-07-18,,
126745590,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1464923,6544355,2025-07-18,2025-07-18,,
128625324,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1576469,6739604,2025-08-06,2025-08-06,,
126931339,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1317742,6238989,2025-07-26,2025-07-26,På fjärilsbuske,
126762766,Rovfjäril,Pieris rapae,noterad,imago/adult, ,friflygande,1385146,6479811,2025-07-19,2025-07-19,,
126748176,Rovfjäril,Pieris rapae,1, , , ,1494945,6468506,2025-07-18,2025-07-18,,
125060107,Rovfjäril,Pieris rapae,1, , ,vilande,1456238,6233138,2025-05-13,2025-05-13,,
125201147,Rovfjäril,Pieris rapae,noterad, , , ,1320892,6256524,2025-05-18,2025-05-18,,
125713555,Rovfjäril,Pieris rapae,1,imago/adult,hona,födosökande,1326838,6177058,2025-06-05,2025-06-05,,
126414929,Rovfjäril,Pieris rapae,1, , ,friflygande,1501749,6293654,2025-07-03,2025-07-03,,
127744286,Rovfjäril,Pieris rapae,noterad, , ,födosökande,1332353,6225303,2025-08-22,2025-08-22,,
128182072,Rovfjäril,Pieris rapae,1, , ,födosökande,1435547,6212610,2025-09-03,2025-09-03,I stenkyndelblomma,
128526995,Rovfjäril,Pieris rapae,noterad,imago/adult, , ,1535470,6266405,2025-09-18,2025-09-18,,
126906717,Rovfjäril,Pieris rapae,noterad,,,,1270123,6463574,2025-07-25,2025-07-25,,
126782464,Rovfjäril,Pieris rapae,3, , , ,1537505,6271132,2025-07-19,2025-07-19,,
126952904,Rovfjäril,Pieris rapae,1,imago/adult,,,1648192,6668643,2025-07-27,2025-07-27,årets första på torpet!,
126999294,Rovfjäril,Pieris rapae,2,imago/adult, ,födosökande,1568881,6501490,2025-07-28,2025-07-28,,
126103988,Rovfjäril,Pieris rapae,2,imago/adult, ,friflygande,1458227,6472902,2025-06-20,2025-06-20,,
128193481,Rovfjäril,Pieris rapae,3, , ,friflygande,1469954,6578725,2025-09-03,2025-09-03,,
126988144,Rovfjäril,Pieris rapae,1, , , ,1523831,6363867,2025-07-28,2025-07-28,,
127631825,Rovfjäril,Pieris rapae,noterad,imago/adult, , ,1576557,6340047,2025-08-07,2025-08-07,,
126697140,Rovfjäril,Pieris rapae,4,imago/adult, , ,1288123,6338020,2025-07-16,2025-07-16,,
126103032,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1322267,6549328,2025-06-11,2025-06-11,,
126929499,Rovfjäril,Pieris rapae,noterad, , ,födosökande,1566144,6504743,2025-07-22,2025-07-26,,
128718180,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1477774,6498727,2025-09-26,2025-09-26,,
128222903,Rovfjäril,Pieris rapae,1, , ,friflygande,1544543,6281326,2025-09-04,2025-09-04,,
124172068,Rovfjäril,Pieris rapae,1, , ,friflygande,1274950,6404220,2025-04-17,2025-04-17,,
127377021,Rovfjäril,Pieris rapae,2, , ,friflygande,1346452,6488482,2025-08-09,2025-08-09,,
128715728,Rovfjäril,Pieris rapae,1,imago/adult,,friflygande,1604117,6638463,2025-09-26,2025-09-26,,
127041088,Rovfjäril,Pieris rapae,2, , ,friflygande,1285847,6362993,2025-07-30,2025-07-30,,
126850455,Rovfjäril,Pieris rapae,2,imago/adult, ,vilande,1526330,6498230,2025-07-23,2025-07-23,,
124708362,Rovfjäril,Pieris rapae,2,imago/adult, ,friflygande,1646658,6388659,2025-05-02,2025-05-02,,
128928780,Rovfjäril,Pieris rapae,noterad, , , ,1642123,6598866,2025-09-28,2025-09-28,,
126631367,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1335081,6177705,2025-07-13,2025-07-13,,
126740278,Rovfjäril,Pieris rapae,5,imago/adult, ,friflygande,1423752,6408899,2025-07-18,2025-07-18,Cirka.,
127126826,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1634014,6562000,2025-08-03,2025-08-03,,
128104410,Rovfjäril,Pieris rapae,1, , , ,1281760,6359266,2025-08-29,2025-08-31,,
126772017,Rovfjäril,Pieris rapae,noterad,imago/adult, ,friflygande,1353712,6141775,2025-07-19,2025-07-19,,
127652304,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1294911,6330777,2025-08-16,2025-08-16,,
126581479,Rovfjäril,Pieris rapae,1, , ,födosökande,1375584,6145166,2025-07-11,2025-07-11,,
128288946,Rovfjäril,Pieris rapae,2, , ,födosökande,1353948,6232800,2025-09-07,2025-09-07,,
126764958,Rovfjäril,Pieris rapae,1, , ,friflygande,1270836,6372598,2025-07-19,2025-07-19,,
126454709,Rovfjäril,Pieris rapae,1, , ,vilande,1616792,6591062,2025-06-30,2025-06-30,,
127102264,Rovfjäril,Pieris rapae,1, , ,friflygande,1407534,6203528,2025-07-09,2025-07-09,,
131630076,Rovfjäril,Pieris rapae,1,imago/adult,hane,födosökande,1378269,6600411,2025-08-12,2025-08-12,Fotograferad.,
124307163,Rovfjäril,Pieris rapae,noterad,imago/adult, ,friflygande,1357217,6177151,2025-04-21,2025-04-21,,
127407259,Rovfjäril,Pieris rapae,noterad,imago/adult, ,födosökande,1363341,6227226,2025-08-08,2025-08-08,,
128818604,Rovfjäril,Pieris rapae,1,imago/adult, , ,1404332,6200721,2025-07-20,2025-08-12,,Tallbryn på golfbana.
127432311,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1556730,6636450,2025-08-12,2025-08-12,,
127775342,Rovfjäril,Pieris rapae,1, , ,friflygande,1615731,6590278,2025-08-24,2025-08-24,,
127321641,Rovfjäril,Pieris rapae,noterad,,,,1607696,6656713,2025-08-08,2025-08-08,,
126877802,Rovfjäril,Pieris rapae,noterad,imago/adult, , ,1332980,6203650,2025-07-23,2025-07-23,,
125344401,Rovfjäril,Pieris rapae,2,imago/adult, ,födosökande,1318023,6229802,2025-05-07,2025-05-07,,
127661304,Rovfjäril,Pieris rapae,noterad, , , ,1386709,6421779,2025-08-18,2025-08-18,,
126968340,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1541386,6281069,2025-07-19,2025-07-19,,
125231238,Rovfjäril,Pieris rapae,1, , ,friflygande,1537878,6574223,2025-05-19,2025-05-19,,
128343155,Rovfjäril,Pieris rapae,noterad, , ,födosökande,1328423,6226289,2025-09-08,2025-09-08,,
125435853,Rovfjäril,Pieris rapae,1,imago/adult, ,vilande,1599967,6641671,2025-05-26,2025-05-26,,
126617078,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1533393,6293084,2025-06-30,2025-06-30,,
126764604,Rovfjäril,Pieris rapae,1,imago/adult, ,vilande,1299200,6230630,2025-07-18,2025-07-18,,
126747090,Rovfjäril,Pieris rapae,1,imago/adult, , ,1381376,6147416,2025-07-18,2025-07-18,Fjärilsslingan.,
126938415,Rovfjäril,Pieris rapae,noterad,imago/adult, , ,1300149,6515786,2025-07-26,2025-07-26,,
126266060,Rovfjäril,Pieris rapae,1,imago/adult, , ,1432286,6466280,2025-06-25,2025-06-25,,
126855115,Rovfjäril,Pieris rapae,20,imago/adult, ,födosökande,1313469,6255420,2025-07-23,2025-07-23,,
125019323,Rovfjäril,Pieris rapae,2, , ,friflygande,1541264,6257146,2025-05-12,2025-05-12,,
128626382,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1456373,6264388,2025-09-22,2025-09-22,,
126814910,Rovfjäril,Pieris rapae,1, , , ,1477370,6658920,2025-07-21,2025-07-21,,
127931060,Rovfjäril,Pieris rapae,1,imago/adult,hane,födosökande,1434908,7007082,2025-08-27,2025-08-27,,
126983859,Rovfjäril,Pieris rapae,10,imago/adult, ,friflygande,1334200,6226920,2025-07-28,2025-07-28,,
126786719,Rovfjäril,Pieris rapae,1,imago/adult, , ,1623158,6588023,2025-07-20,2025-07-20,På åkertistel,
127651673,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1436816,6775319,2025-08-17,2025-08-17,,
126947801,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1666790,6568860,2025-07-27,2025-07-27,,
127760674,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1400274,6573221,2025-08-23,2025-08-23,,parkliknande skogsområde med örtrikt fältskikt
127482044,Rovfjäril,Pieris rapae,noterad, , ,friflygande,1629535,6568652,2025-08-14,2025-08-14,,
127375384,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1363262,6164556,2025-08-10,2025-08-10,,
126560107,Rovfjäril,Pieris rapae,3,imago/adult, ,friflygande,1267050,6416087,2025-07-10,2025-07-10,,
126658131,Rovfjäril,Pieris rapae,noterad,imago/adult, , ,1306884,6219245,2025-07-14,2025-07-14,,
126920144,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1468288,6234858,2025-07-21,2025-07-21,,
126854900,Rovfjäril,Pieris rapae,1, , , ,1565056,6592945,2025-07-09,2025-07-09,,
126863236,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1271851,6394743,2025-07-23,2025-07-23,,
124810678,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1328261,6142105,2025-05-06,2025-05-06,,
125287826,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1621790,6561790,2025-05-19,2025-05-19,,
127001475,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1554318,6290390,2025-07-09,2025-07-09,,
127398140,Rovfjäril,Pieris rapae,8,imago/adult, ,födosökande,1549917,6404867,2025-08-11,2025-08-11,,
128598563,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1653105,6336145,2025-09-20,2025-09-20,,
128402271,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1466420,6585770,2025-09-12,2025-09-12,,
127304809,Rovfjäril,Pieris rapae,1, , ,födosökande,1540585,6370797,2025-08-07,2025-08-07,,
126883127,Rovfjäril,Pieris rapae,1, , , ,1305070,6301896,2025-07-24,2025-07-24,,
125294060,Rovfjäril,Pieris rapae,1, , ,friflygande,1541305,6257256,2025-05-12,2025-05-12,,
128058821,Rovfjäril,Pieris rapae,2, , , ,1347224,6225459,2025-08-29,2025-08-29,,
124510955,Rovfjäril,Pieris rapae,1, , ,friflygande,1307446,6218533,2025-04-27,2025-04-27,,
127315244,Rovfjäril,Pieris rapae,noterad, , , ,1525581,6416206,2025-08-08,2025-08-08,,
127157285,Rovfjäril,Pieris rapae,noterad,imago/adult, , ,1626927,6599336,2025-08-03,2025-08-03,,
127947463,Rovfjäril,Pieris rapae,noterad, , , ,1325681,6167535,2025-08-28,2025-08-28,,
126795088,Rovfjäril,Pieris rapae,1, , ,friflygande,1527603,6406297,2025-07-20,2025-07-20,,
126690829,Rovfjäril,Pieris rapae,4, , ,födosökande,1249670,6470260,2025-07-15,2025-07-15,,
127359745,Rovfjäril,Pieris rapae,1, , , ,1628957,6568153,2025-08-09,2025-08-09,,
128511378,Rovfjäril,Pieris rapae,noterad, , , ,1677287,6616725,2025-09-16,2025-09-16,,
127366903,Rovfjäril,Pieris rapae,1, , ,friflygande,1434617,6468559,2025-07-31,2025-07-31,,
127712349,Rovfjäril,Pieris rapae,noterad, , , ,1482933,6488602,2025-07-28,2025-07-28,,
129336910,Rovfjäril,Pieris rapae,1, , ,friflygande,1536553,6266342,2025-09-19,2025-09-19,,
126953083,Rovfjäril,Pieris rapae,noterad, , ,friflygande,1373717,6457505,2025-07-27,2025-07-27,,
124622461,Rovfjäril,Pieris rapae,1, , ,friflygande,1293379,6465513,2025-05-01,2025-05-01,,
127263324,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1541635,6610571,2025-08-04,2025-08-04,,
126715760,Rovfjäril,Pieris rapae,1,,,,1233478,6533504,2025-07-17,2025-07-17,,
127195815,Rovfjäril,Pieris rapae,noterad,larv/nymf, , ,1435981,6283603,2025-08-05,2025-08-05,,
126895752,Rovfjäril,Pieris rapae,4, , ,födosökande,1372826,6271644,2025-07-24,2025-07-24,,
127796637,Rovfjäril,Pieris rapae,noterad, , , ,1668866,6420392,2025-08-25,2025-08-25,,
126030242,Rovfjäril,Pieris rapae,1, , ,friflygande,1642077,6568388,2025-06-15,2025-06-15,,
127109518,Rovfjäril,Pieris rapae,noterad, , , ,1458207,6472954,2025-08-02,2025-08-02,,
126818303,Rovfjäril,Pieris rapae,noterad,imago/adult, ,friflygande,1524777,6496526,2025-07-21,2025-07-21,,
128534465,Rovfjäril,Pieris rapae,1, , ,friflygande,1708090,7381830,2025-09-17,2025-09-17,,
125427047,Rovfjäril,Pieris rapae,noterad, , , ,1546650,6276735,2025-05-26,2025-05-26,,
127804631,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1533216,6497600,2025-08-25,2025-08-25,,
126345431,Rovfjäril,Pieris rapae,1,imago/adult, , ,1272006,6432622,2025-07-01,2025-07-01,,
135805527,Rovfjäril,Pieris rapae,noterad, , , ,1353418,6141793,2025-07-25,2025-07-30,,
127035738,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1366780,6429020,2025-07-28,2025-07-28,,
126361303,Rovfjäril,Pieris rapae,1, , , ,1389115,6140846,2025-07-02,2025-07-02,,
128886639,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1409050,6410660,2025-09-27,2025-09-27,,
127173258,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1289899,6467022,2025-08-03,2025-08-03,,
128721373,Rovfjäril,Pieris rapae,1,imago/adult, , ,1542904,6241495,2025-09-26,2025-09-26,,
128319856,Rovfjäril,Pieris rapae,noterad, , , ,1375717,6150657,2025-09-06,2025-09-06,,
126722704,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1313399,6377961,2025-07-17,2025-07-17,,
127838259,Rovfjäril,Pieris rapae,noterad, , ,födosökande,1464697,6571930,2025-08-26,2025-08-26,,
124395758,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1336431,6178067,2025-04-24,2025-04-24,"I lövgläntoa i södra delen av trädgården. +10 grader, halvklart, måttlig sydostvind. ",
126723016,Rovfjäril,Pieris rapae,noterad,imago/adult, ,friflygande,1510738,6496002,2025-07-17,2025-07-17,,Sjöstrand
129939404,Rovfjäril,Pieris rapae,1, , , ,1329687,6187135,2025-07-17,2025-07-17,,
127126908,Rovfjäril,Pieris rapae,1, , , ,1652798,6590388,2025-08-03,2025-08-03,,
126634329,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1648838,6638120,2025-07-13,2025-07-13,,
127342257,Rovfjäril,Pieris rapae,1, , , ,1257084,6404817,2025-08-09,2025-08-09,,
126820930,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1364656,6261104,2025-07-19,2025-07-19,Uteplatsen,
126774322,Rovfjäril,Pieris rapae,3,imago/adult, ,födosökande,1597105,6645638,2025-07-18,2025-07-18,,
127642959,Rovfjäril,Pieris rapae,2,imago/adult, , ,1509440,6491944,2025-08-17,2025-08-17,,
128123929,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1323031,6281362,2025-08-31,2025-08-31,,
128732396,Rovfjäril,Pieris rapae,1,imago/adult, , ,1502445,6216419,2025-09-27,2025-09-27,,
127254217,Rovfjäril,Pieris rapae,2, , , ,1635536,6573908,2025-08-05,2025-08-05,,
127172165,Rovfjäril,Pieris rapae,1, , ,födosökande,1321665,6166974,2025-07-26,2025-07-26,,
127786367,Rovfjäril,Pieris rapae,3,imago/adult, ,friflygande,1546171,6246655,2025-08-24,2025-08-24,,
127450809,Rovfjäril,Pieris rapae,2,imago/adult, , ,1270171,6402725,2025-08-13,2025-08-13,,
126858233,Rovfjäril,Pieris rapae,1,imago/adult,,,1304216,6225062,2025-07-16,2025-07-16,,
124363997,Rovfjäril,Pieris rapae,1, , , ,1320313,6288844,2025-04-23,2025-04-23,,
127623392,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1600798,6637016,2025-08-14,2025-08-14,På syrenbuddleja.,
126590216,Rovfjäril,Pieris rapae,noterad, , , ,1381194,6180466,2025-07-09,2025-07-09,,
130696963,Rovfjäril,Pieris rapae,1, , , ,1390022,6282456,2025-07-18,2025-07-18,,
129639551,Rovfjäril,Pieris rapae,4,imago/adult,,friflygande,1666797,6576893,2025-07-18,2025-07-18,"temperatur - 23 °C, molnighet - klart, vindstyrka - 3 (små kvistar rör sig), vindriktning - ost, % solsken - 100 %",
125284656,Rovfjäril,Pieris rapae,noterad,,,,1277000,6414156,2025-05-18,2025-05-18,,
126567970,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1459811,6434992,2025-07-10,2025-07-10,,
127406369,Rovfjäril,Pieris rapae,noterad,imago/adult, ,födosökande,1308227,6303460,2025-08-11,2025-08-11,,Fd stenbrott gräsmark
127479339,Rovfjäril,Pieris rapae,2,imago/adult, ,friflygande,1462623,6574782,2025-08-14,2025-08-14,,
126828911,Rovfjäril,Pieris rapae,noterad, , , ,1268636,6419617,2025-07-22,2025-07-22,,
123728536,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1649287,6394235,2025-04-03,2025-04-03,,
128772423,Rovfjäril,Pieris rapae,noterad,imago/adult, , ,1306633,6293779,2025-09-27,2025-09-27,,
127781880,Rovfjäril,Pieris rapae,3, , ,friflygande,1320215,6399362,2025-08-24,2025-08-24,,
126916755,Rovfjäril,Pieris rapae,2,imago/adult, , ,1260777,6439756,2025-07-25,2025-07-25,,
126663146,Rovfjäril,Pieris rapae,2,imago/adult, ,födosökande,1387676,6466557,2025-07-14,2025-07-14,,
126567433,Rovfjäril,Pieris rapae,2, , ,friflygande,1274611,6468041,2025-07-10,2025-07-10,,
127840379,Rovfjäril,Pieris rapae,4,,,parning/parningsceremonier,1615210,6521967,2025-08-26,2025-08-26,,
126659433,Rovfjäril,Pieris rapae,2,imago/adult, ,födosökande,1644481,6382821,2025-07-14,2025-07-14,,
124622776,Rovfjäril,Pieris rapae,2,imago/adult, ,friflygande,1323143,6279527,2025-05-01,2025-05-01,,
126635763,Rovfjäril,Pieris rapae,noterad, , , ,1645272,6329267,2025-07-13,2025-07-13,,
124809105,Rovfjäril,Pieris rapae,noterad,imago/adult, ,friflygande,1311170,6294880,2025-05-06,2025-05-06,,
127378219,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1523803,6619352,2025-08-10,2025-08-10,,
129209315,Rovfjäril,Pieris rapae,10, , , ,1372591,6232491,2025-09-07,2025-09-07,,
128526549,Rovfjäril,Pieris rapae,noterad,imago/adult, ,friflygande,1325887,6167209,2025-09-18,2025-09-18,,
126863442,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1601481,6527911,2025-07-23,2025-07-23,,
127397604,Rovfjäril,Pieris rapae,4,,,,1355927,6162871,2025-07-25,2025-07-25,,
126316224,Rovfjäril,Pieris rapae,2,imago/adult, , ,1316659,6158375,2025-06-30,2025-06-30,,
126576412,Rovfjäril,Pieris rapae,1, , ,friflygande,1355063,6172898,2025-07-10,2025-07-10,,
125258051,Rovfjäril,Pieris rapae,1,imago/adult,hona,friflygande,1268220,6402543,2025-05-20,2025-05-20,,
127122858,Rovfjäril,Pieris rapae,1, , , ,1386558,6586491,2025-08-03,2025-08-03,,
126883523,Rovfjäril,Pieris rapae,2, , , ,1262297,6443356,2025-07-24,2025-07-24,,
126656692,Rovfjäril,Pieris rapae,noterad, , , ,1477520,6354630,2025-07-14,2025-07-14,"Trädgård, odlingar",
128082836,Rovfjäril,Pieris rapae,4,imago/adult, ,friflygande,1385145,6306150,2025-08-30,2025-08-30,,
127133288,Rovfjäril,Pieris rapae,1,imago/adult,,friflygande,1535492,6437245,2025-07-28,2025-07-28,,
128682985,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1670410,6576632,2025-09-24,2025-09-24,,
126627846,Rovfjäril,Pieris rapae,1,imago/adult,hane,födosökande,1547713,6454074,2025-07-13,2025-07-13,,
125551350,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1634500,6568430,2025-04-25,2025-04-25,,
126719127,Rovfjäril,Pieris rapae,1, , ,friflygande,1386859,6301205,2025-07-17,2025-07-17,,
131526591,Rovfjäril,Pieris rapae,2, , , ,1352987,6167473,2025-07-19,2025-07-19,,
126018574,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1309423,6212778,2025-05-13,2025-05-13,,
125427017,Rovfjäril,Pieris rapae,1,imago/adult, ,vilande,1498889,6546632,2025-05-26,2025-05-26,,
126796778,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1676870,6370720,2025-07-20,2025-07-20,,
128930099,Rovfjäril,Pieris rapae,2,imago/adult, ,friflygande,1338944,6178255,2025-09-11,2025-09-11,,
131743253,Rovfjäril,Pieris rapae,noterad, , , ,1710690,7090288,2025-06-09,2025-06-09,,
127366240,Rovfjäril,Pieris rapae,noterad,,,,1498756,6722520,2025-08-10,2025-08-10,,
124014894,Rovfjäril,Pieris rapae,1, , , ,1266921,6406333,2025-04-12,2025-04-12,,
127455084,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1350142,6139958,2025-08-13,2025-08-13,,
126779189,Rovfjäril,Pieris rapae,2,,,,1608562,6639842,2025-07-19,2025-07-19,,
128759411,Rovfjäril,Pieris rapae,1,imago/adult, , ,1316359,6158815,2025-09-28,2025-09-28,,
126968507,Rovfjäril,Pieris rapae,1,imago/adult, , ,1294755,6480522,2025-07-26,2025-07-26,På kungsmynta,
126740266,Rovfjäril,Pieris rapae,noterad,imago/adult, ,födosökande,1544480,6448707,2025-07-18,2025-07-18,,
126367173,Rovfjäril,Pieris rapae,noterad,,,,1394892,6140506,2025-07-02,2025-07-02,,
127394764,Rovfjäril,Pieris rapae,1,imago/adult, , ,1454689,6241485,2025-08-10,2025-08-10,"Medv. i Alf Henriksson Bårabygd fjärilsinv. Fjärilen fångad, kollad, släppt.",
126412934,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1499960,6442750,2025-07-04,2025-07-04,Födosökande på blodnäva.,
127105859,Rovfjäril,Pieris rapae,2, , ,friflygande,1738625,7192604,2025-07-31,2025-07-31,,
127175165,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1635981,6686669,2025-08-05,2025-08-05,,
127378590,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1543924,6420806,2025-08-09,2025-08-09,,
127687213,Rovfjäril,Pieris rapae,2,imago/adult, ,födosökande,1401089,6277330,2025-08-19,2025-08-19,"slåtteräng med sensommarslåtter (i år slaget 13 augusti) och efterbete av rödkullor, några delområden med många ängsväddblommor lämnade för senare hävd, fjärilar på dessa",
126869966,Rovfjäril,Pieris rapae,1, , ,friflygande,1308226,6398945,2025-07-23,2025-07-23,,
126868759,Rovfjäril,Pieris rapae,2,imago/adult, ,födosökande,1592300,6563090,2025-07-23,2025-07-23,,
127695037,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1524007,6619213,2025-08-10,2025-08-10,,
126091969,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1851052,7449147,2025-06-20,2025-06-20,,
126717875,Rovfjäril,Pieris rapae,1, , , ,1493527,6466373,2025-07-17,2025-07-17,,
126216132,Rovfjäril,Pieris rapae,1,imago/adult, ,friflygande,1696695,7109967,2025-06-14,2025-06-14,,
126656122,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1290344,6317083,2025-07-14,2025-07-14,,
127421267,Rovfjäril,Pieris rapae,2, , ,födosökande,1242183,6494027,2025-08-12,2025-08-12,,
126781688,Rovfjäril,Pieris rapae,1,imago/adult, ,födosökande,1652520,6333950,2025-07-20,2025-07-20,,
127369114,Rovfjäril,Pieris rapae,noterad,imago/adult, , ,1436853,6294094,2025-07-02,2025-07-02,,
126121434,Rovfjäril,Pieris rapae,1,imago/adult, , ,1621375,6641820,2025-06-21,2025-06-21,,
124459328,Rovfjäril,Pieris rapae,1, , , ,1279714,6402785,2025-04-26,2025-04-26,,
