Observation GUID	Påträffad	Taxon ID	Vetenskapligt namn	Svenskt namn	Taxonkategori	Organismgrupp	Rödlistekategori	Observationens skyddsklass	Startdatum	Slutdatum	Starttid	Sluttid	WGS84 decimal (lat)	WGS84 decimal (lon)	SWEREF99TM X (öst)	SWEREF99TM Y (nord)	Geodetiskt datum	Koordinatnoggrannhet (m)	Lokal	Församling	Kommun	Län	Landskap	Observatör	Antal individer	Organismkvantitet	Organismkvantitetsenhet	Stadium/ålder	Kön	Aktivitet (Artportalen)	Verifieringsstatus	Osäker artbestämning	Aldrig funnen	Ej återfunnen	Projekt1 Namn	Dataset namn	Diffuserad	Skyddad
urn:lsid:artportalen.se:sighting:72510722	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2018-08-01	2018-08-01	08:30	12:00	63.78058	20.23622	757902	7083146	EPSG:4326	500	T-vägen,Degernäs, Vb	Umeå socken	Umeå	Västerbotten	Västerbotten	Ralf Norberg	1	1				friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:72535426	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2018-08-02	2018-08-02	18:30	20:10	59.11082	15.1138	506517	6552397	EPSG:4326	500	Björka lertag, Björka lertag, Nrk	Kumla	Kumla	Örebro	Närke	Jonas Engzell	15	15					Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79925015	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-08-24	2019-08-24	13:00	14:40	56.57647	16.57947	597032	6271359	EPSG:4326	150	Dröstorps alvar, Öl	Sandby	Mörbylånga	Kalmar	Öland	Gabriel Tjernberg	3	3		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79526744	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-08-21	2019-08-21			57.82066	16.31748	578261	6409506	EPSG:4326	200	Hult, Sm	Hallingeberg	Västervik	Kalmar	Småland	Sven Halling	3	3	ex.	imago/adult		födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79512576	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-05-23	2019-05-23	14:20	15:45	56.21753	16.41002	587442	6231185	EPSG:4326	250	Lundparkeringen, Södra lunden, Öl	Ås	Mörbylånga	Kalmar	Öland	Leif Frederiksen	1	1		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:80680369	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-08-16	2019-08-16			59.47698	18.0744	674142	6597192	EPSG:4326	500	Kraftledningsgata 4, Täby, Upl	Täby	Täby	Stockholm	Uppland	Petter Andersson, Marlijn Sterenborg	1	1		imago/adult			Ovaliderad	False	False	False	Insektsinventeringar i artrika kraftledningsgator, Täby 2019	Artportalen	False	False
urn:lsid:artportalen.se:sighting:81039849	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-14	2019-07-14			59.85332	17.6439	648097	6638032	EPSG:4326	200	Uppsala, Fyris, Upl	Uppsala	Uppsala	Uppsala	Uppland	Michael Taylor	3	3	ex.	imago/adult			Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79544174	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-08-22	2019-08-22	04:30	10:45	58.46492	15.54995	532084	6480604	EPSG:4326	500	Parkeringen, Nybro., Svartåmynningens naturreservat, Ög	Kaga	Linköping	Östergötland	Östergötland	Berndth Gustafsson	2	2		imago/adult		födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79894925	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2018-07-23	2018-07-23	14:43	14:58	58.437	14.90208	494283	6477368	EPSG:4326	25	Vadstena, Bjälbovägen 63, Ög	Vadstena	Vadstena	Östergötland	Östergötland	Anders Göthberg	3	3	ex.	imago/adult		friflygande	Ovaliderad	False	False	False	Svensk Dagfjärilsövervakning	Artportalen	False	False
urn:lsid:artportalen.se:sighting:79894979	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2018-07-02	2018-07-02	12:27	12:42	58.437	14.90208	494283	6477368	EPSG:4326	25	Vadstena, Bjälbovägen 63, Ög	Vadstena	Vadstena	Östergötland	Östergötland	Anders Göthberg	4	4	ex.	imago/adult	hona	friflygande	Ovaliderad	False	False	False	Svensk Dagfjärilsövervakning	Artportalen	False	False
urn:lsid:artportalen.se:sighting:79894914	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2018-07-27	2018-07-27	15:59	16:14	58.437	14.90208	494283	6477368	EPSG:4326	25	Vadstena, Bjälbovägen 63, Ög	Vadstena	Vadstena	Östergötland	Östergötland	Anders Göthberg	3	3	ex.	imago/adult	hona	friflygande	Ovaliderad	False	False	False	Svensk Dagfjärilsövervakning	Artportalen	False	False
urn:lsid:artportalen.se:sighting:79893922	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-13	2019-07-13	14:34	14:49	58.437	14.90208	494283	6477368	EPSG:4326	25	Vadstena, Bjälbovägen 63, Ög	Vadstena	Vadstena	Östergötland	Östergötland	Anders Göthberg	4	4	ex.	imago/adult	hane	friflygande	Ovaliderad	False	False	False	Svensk Dagfjärilsövervakning	Artportalen	False	False
urn:lsid:artportalen.se:sighting:79894911	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2018-07-30	2018-07-30	14:50	15:05	58.437	14.90208	494283	6477368	EPSG:4326	25	Vadstena, Bjälbovägen 63, Ög	Vadstena	Vadstena	Östergötland	Östergötland	Anders Göthberg	4	4	ex.	imago/adult	hane	friflygande	Ovaliderad	False	False	False	Svensk Dagfjärilsövervakning	Artportalen	False	False
urn:lsid:artportalen.se:sighting:79895390	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-14	2019-07-14	13:08	13:23	58.21482	14.77622	486852	6452649	EPSG:4326	25	Stora Åby k:a 4,75 km SO, Pelarbo-N, Ög	Stora Åby	Ödeshög	Östergötland	Östergötland	Anders Göthberg	1	1	ex.	imago/adult	hona	friflygande	Ovaliderad	False	False	False	Svensk Dagfjärilsövervakning	Artportalen	False	False
urn:lsid:artportalen.se:sighting:79894962	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2018-07-06	2018-07-06	12:27	12:42	58.437	14.90208	494283	6477368	EPSG:4326	25	Vadstena, Bjälbovägen 63, Ög	Vadstena	Vadstena	Östergötland	Östergötland	Anders Göthberg	3	3	ex.	imago/adult	hona	friflygande	Ovaliderad	False	False	False	Svensk Dagfjärilsövervakning	Artportalen	False	False
urn:lsid:artportalen.se:sighting:79645699	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-08-27	2019-08-27	13:00	15:30	57.50539	11.9876	319526	6377649	EPSG:4326	500	Kyrkobyn, Hl	Släp	Kungsbacka	Halland	Halland	Uno Unger	3	3		imago/adult		parning/parningsceremonier	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79952718	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-09-14	2019-09-14	10:15	10:45	58.4457	15.62151	536279	6478501	EPSG:4326	1000	Stångåmynningen, Linköping, Ög	Linköping	Linköping	Östergötland	Östergötland	Erik Jonsson	5	5		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79652051	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-08-27	2019-08-27			59.79147	17.66023	649288	6631184	EPSG:4326	50	sunnerstagropen, Upl	Uppsala	Uppsala	Uppsala	Uppland	Karl Soler Kinnerbäck							Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:80960908	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-03	2019-07-03			55.50229	13.47818	403875	6151740	EPSG:4326	400	Svaneholmssjön, Sk	Skurup	Skurup	Skåne	Skåne	Richard Bergendahl	2	2					Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79493307	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-08-14	2019-08-14			57.51667	16.01193	560617	6375353	EPSG:4326	50	Banvallen,Björkhaga,Vena, Sm	Vena	Hultsfred	Kalmar	Småland	Ronnie Johansson	2	2				friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:75411061	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2018-12-22	2018-12-22			59.35318	18.20199	682029	6583757	EPSG:4326	25	Klarbärsvägen, Upl	Lidingö	Lidingö	Stockholm	Uppland	Ole Paus	1	1		imago/adult		vilande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:77494575	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-04-29	2019-04-29			57.70476	11.79686	309152	6400352	EPSG:4326	1000	Torslandaviken, Boh	Torslanda	Göteborg	Västra Götaland	Bohuslän	Per Lundgren	1	1		imago/adult			Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:77988535	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-05-22	2019-05-22			58.75584	17.86491	665728	6516409	EPSG:4326	2000	Landsort, Srm	Torö	Nynäshamn	Stockholm	Södermanland	Anders Helander				imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:77968725	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-05-23	2019-05-23			56.85323	13.95736	436414	6301533	EPSG:4326	75	Myrebobacken, Sm	Ljungby	Ljungby	Kronoberg	Småland	Roger Karlsson, Kerstin Karlsson	1	1		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:77796137	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-05-16	2019-05-16			59.17722	15.37737	521569	6559847	EPSG:4326	125	Öby kulle, Kvismaren, Nrk	Norrbyås	Örebro	Örebro	Närke	Sune Johansson, Berit Söderberg				imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:77845645	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-05-18	2019-05-18			58.26282	12.95683	380127	6459789	EPSG:4326	150	Vara folkhögskola, Vara, Vg	Vara	Vara	Västra Götaland	Västergötland	Rickard Holmskog	1	1				friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:81477553	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-08-05	2019-08-05	16:35	17:05	55.52571	13.62725	413342	6154151	EPSG:4326	400	Beden, Rydsgård, Sk	Villie	Skurup	Skåne	Skåne	Richard Bergendahl	2	2					Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:81766681	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-25	2019-07-25			57.04572	12.41023	342892	6325455	EPSG:4326	100	Korhallsvägen, Hl	Tvååker	Varberg	Halland	Halland	Stefan Lemurell	1	1		imago/adult			Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:81273985	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-06-27	2019-06-27			55.56817	13.66684	415932	6158826	EPSG:4326	1000	Sövdesjön, Sövdesjön, Sk	Sövde	Sjöbo	Skåne	Skåne	Richard Bergendahl	3	3					Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:81549409	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-14	2019-07-14			57.00168	18.2851	699509	6322372	EPSG:4326	500	Petesviken, Öja, Gtl	Öja	Gotland	Gotland	Gotland	Båtel Enekvist	1	1					Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78614100	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-06-26	2019-06-26			58.20346	16.59247	593590	6452468	EPSG:4326	100	Gamla Vammarsmåla Gård, Valdemarsvik, Ög	Valdemarsvik	Valdemarsvik	Östergötland	Östergötland	Mats Oldenborg	1	1		imago/adult	hona	födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78146156	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-05-31	2019-05-31	13:00	13:30	57.12253	12.23743	332759	6334413	EPSG:4326	200	Hamnutfyllnaden, Getterön, Hl	Varberg	Varberg	Halland	Halland	Tommy Ekmark, Ilona Ekmark	2	2				friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78778404	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-06	2019-07-06			59.32627	17.68338	652679	6579459	EPSG:4326	100	Alviken, Upl	Sånga	Ekerö	Stockholm	Uppland	Hans Terelius, Ylva Terelius	4	4		imago/adult			Ovaliderad	False	False	False	Svensk Dagfjärilsövervakning	Artportalen	False	False
urn:lsid:artportalen.se:sighting:78789063	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-07	2019-07-07			59.45126	16.95093	610605	6591924	EPSG:4326	50	Märnäs, Brunnsåker, Tosterön, Srm	Aspö	Strängnäs	Södermanland	Södermanland	Lars-Ola Westerlund	2	2					Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79139947	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-23	2019-07-23	15:00	17:30	55.49413	13.39773	398774	6150946	EPSG:4326	200	Hunneröds Mosse NR, Sk	Börringe	Svedala	Skåne	Skåne	Sven Halling, Ann Newsome, Olle Nordell	3	3	ex.	imago/adult		födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78903492	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-12	2019-07-12			56.20329	15.56888	535293	6228851	EPSG:4326	100	Skärva Gård, Bl	Nättraby	Karlskrona	Blekinge	Blekinge	Anne Sandberg	6	6		imago/adult		födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78901789	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-11	2019-07-11			55.70672	13.24301	389598	6174838	EPSG:4326	100	Kollegievägen 43, Lund, Sk	Lund	Lund	Skåne	Skåne	Sigvard Svensson	1	1		imago/adult		födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78922546	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-14	2019-07-14	08:40	10:35	57.09108	16.39958	584810	6328395	EPSG:4326	25	Alebo-Torgöl, Mönsterås, Sm	Mönsterås	Mönsterås	Kalmar	Småland	Leon Axelsson Widén	1	1				födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79118264	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-26	2019-07-26			57.70326	14.13186	448262	6396005	EPSG:4326	171	Läkeörtsvägen, Norrahammar, Sm	Barnarp	Jönköping	Jönköping	Småland	Mattis Arveström							Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79129367	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-28	2019-07-28			57.72763	11.9279	317072	6402535	EPSG:4326	100	Rågåkern, Vg	Göteborg	Göteborg	Västra Götaland	Västergötland	Bo Brinkhoff	1	1		imago/adult		födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79113682	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-27	2019-07-27			58.6781	14.96266	497835	6504209	EPSG:4326	25	Medevi, Medevi kyrka, Ög	Västra Ny	Motala	Östergötland	Östergötland	Thorsten Gansing	4	4		imago/adult			Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79120035	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-27	2019-07-27	09:30	10:15	58.58702	16.08973	563354	6494582	EPSG:4326	50	Gäddvägen 10, Eksund, Eksund, Ög	Norrköping	Norrköping	Östergötland	Östergötland	Bo Holst	5	5		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:77942357	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-05-22	2019-05-22	12:00	12:00	58.28865	14.93004	495898	6460849	EPSG:4326	200	Åsabackarna, Ög	Väderstad	Mjölby	Östergötland	Östergötland	Göran Engqvist, Göran Lindell	1	1		imago/adult	hona	friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:84057615	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-06-16	2019-08-20			57.09872	12.28581	335581	6331646	EPSG:4326	125	21. Prästakullen - Norr, Hl	Varberg	Varberg	Halland	Halland	Jonas Örnborg	1	1					Ovaliderad	False	False	False	Tätortsnära ängsmiljöer Varberg	Artportalen	False	False
urn:lsid:artportalen.se:sighting:84057743	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-06-14	2019-08-20			57.10106	12.28934	335805	6331898	EPSG:4326	107	22. Österängsvägen, Hl	Träslöv	Varberg	Halland	Halland	Jonas Örnborg	7	7					Ovaliderad	False	False	False	Tätortsnära ängsmiljöer Varberg	Artportalen	False	False
urn:lsid:artportalen.se:sighting:84054961	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-05-28	2019-08-26			57.08983	12.25383	333604	6330735	EPSG:4326	52	10. Apelvikshöjd 2, Hl	Varberg	Varberg	Halland	Halland	Jonas Örnborg	4	4					Ovaliderad	False	False	False	Tätortsnära ängsmiljöer Varberg	Artportalen	False	False
urn:lsid:artportalen.se:sighting:79331775	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-08-09	2019-08-09			59.16889	18.34391	691122	6563650	EPSG:4326	75	Åvavägen, Åva, Srm	Tyresö	Tyresö	Stockholm	Södermanland	Jonas Ekring	1	1		imago/adult			Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79312407	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-06-28	2019-07-23			58.1964	14.9116	494804	6450579	EPSG:4326	50	Sandkulla Björneberg inäga, Ög	Rinna	Boxholm	Östergötland	Östergötland	Niklas Johansson	1	1					Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78855172	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-10	2019-07-10			56.67776	16.55215	595099	6282593	EPSG:4326	100	Jordtorpsåsen, 100 - 400 meter öster om parkeringsplatsen, Öl	Algutsrum	Mörbylånga	Kalmar	Öland	Kerstin Karlsson, Stig Svensson, Roger Karlsson	2	2		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78876512	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-12	2019-07-12			57.42907	14.14785	448832	6365471	EPSG:4326	100	norra fastorpsvägen, Skillingaryds skjutfält, Sm	Tofteryd	Vaggeryd	Jönköping	Småland	Bo Andersson	2	2		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79090938	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-25	2019-07-25	13:00	13:30	57.69333	12.13043	328965	6398189	EPSG:4326	346	Brasetjärnarna, Brastjärnarna, Vg	Partille	Partille	Västra Götaland	Västergötland	Tobias Meyer	1	1				födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79059763	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-23	2019-07-23			59.47089	17.78845	657980	6595801	EPSG:4326	100	Ärkebiskopens väg, Stäkets ström, Upl	Kungsängen	Upplands-Bro	Stockholm	Uppland	Bengt-Åke Larsson	1	1		imago/adult		födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79208587	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-08-02	2019-08-02			58.19924	16.57768	592732	6451978	EPSG:4326	250	Sörbyäng, Ög	Valdemarsvik	Valdemarsvik	Östergötland	Östergötland	Rolf Kokkonen	2	2		imago/adult		födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79210285	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-08-02	2019-08-02			59.52043	17.77788	657151	6601289	EPSG:4326	150	Granhammar A, Svea Livgarde, Upl	Västra Ryd	Upplands-Bro	Stockholm	Uppland	Ann-Cathrine Karlsson	1	1				födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79243044	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-08-04	2019-08-04			58.33352	14.82223	489590	6465857	EPSG:4326	100	Naturum Tåkern, Ög	Svanshals	Ödeshög	Östergötland	Östergötland	Naturum Tåkern, Fanny Edenborg	5	5				friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79231505	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-08-03	2019-08-03			59.32386	14.92202	495562	6576118	EPSG:4326	250	Storstenshöjden, Södra backen, Nrk	Tysslinge	Örebro	Örebro	Närke	Mikael Ramnerö	30	30				friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79216536	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-08-02	2019-08-02	08:45	13:45	57.6583	11.87973	313849	6394953	EPSG:4326	100	Västes gata, Björnekulla, Göteborg, Vg	Göteborg	Göteborg	Västra Götaland	Västergötland	Uno Unger, Anette Unger	1	1		imago/adult		födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79317214	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-08-08	2019-08-08	11:15	11:30	57.91566	16.53054	590677	6420347	EPSG:4326	300	Grindtorp, Sm	Lofta	Västervik	Kalmar	Småland	Sven Halling, Ann Newsome	1	1	ex.	imago/adult		födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79371597	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-08-04	2019-08-04			55.57399	13.52099	406749	6159661	EPSG:4326	200	Kläggeröd, Kläggeröd, Sk	Slimminge	Skurup	Skåne	Skåne	Richard Bergendahl	1	1					Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79386558	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-08-12	2019-08-12			59.03663	16.27852	573373	6544833	EPSG:4326	201	Råby 200 m so, Srm	Floda	Katrineholm	Södermanland	Södermanland	Bo Karlsson	5	5	ex.	imago/adult		födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:80021383	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-09-21	2019-09-21			55.45296	13.20834	386692	6146658	EPSG:4326	25	Alstad, Stenekullev. 3, Sk	Västra Alstad	Trelleborg	Skåne	Skåne	Christer Sjögren	2	2		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:80033224	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-09-21	2019-09-21			57.79255	16.57399	593570	6406702	EPSG:4326	250	Marsbäcken, Västervik, Sm	Västervik	Västervik	Kalmar	Småland	Michael Söderström	1	1	ex.			friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79582645	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-08-24	2019-08-24			58.7463	17.86741	665918	6515354	EPSG:4326	250	Fågelstationen, Landsort, Srm	Torö	Nynäshamn	Stockholm	Södermanland	Matt Scragg						friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79781661	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-08-30	2019-08-30			59.32713	18.11588	677271	6580626	EPSG:4326	25	Rosendals trädgård, Upl	Stockholm	Stockholm	Stockholm	Uppland	Gun Ingmansson	1	1				friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78982045	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-17	2019-07-17			56.18892	14.75148	484576	6227134	EPSG:4326	125	Mörrum, Bl	Mörrum	Karlshamn	Blekinge	Blekinge	Svetlana Elwér	2	2		imago/adult	i par	parning/parningsceremonier	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78984758	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-18	2019-07-18	09:00	09:00	57.82066	16.31748	578261	6409506	EPSG:4326	200	Hult, Sm	Hallingeberg	Västervik	Kalmar	Småland	Sven Halling	4	4	ex.	imago/adult		födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78843344	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-13	2019-07-13			59.17897	17.41955	638267	6562488	EPSG:4326	25	Eldarevägen, Srm	Turinge	Nykvarn	Stockholm	Södermanland	Sven-Åke Kraft	5	5	ex.	imago/adult		födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78829685	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-08	2019-07-08			59.276	16.66469	594868	6571970	EPSG:4326	100	Västra v. 15, Ärla, Srm	Ärla	Eskilstuna	Södermanland	Södermanland	Roland Svensson	1	1		imago/adult			Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79167409	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-28	2019-07-28			57.36965	11.99206	319124	6362535	EPSG:4326	50	Asketunna, Hl	Onsala	Kungsbacka	Halland	Halland	Rolf Persson	1	1					Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79162837	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-27	2019-07-27			61.12914	16.81147	597568	6778522	EPSG:4326	100	Pankfors  Tönnånger, Hls	Skog	Söderhamn	Gävleborg	Hälsingland	Stefan Persson	1	1		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79176720	True	201040	Pieris rapae	rovfjäril	species	Fjärilar	LC	1	2019-07-18	2019-07-18			57.34284	12.09087	324936	6359293	EPSG:4326	10	Klapperstensvägen 8, Åsa, Hl	Ölmevalla	Kungsbacka	Halland	Halland	Mårten Hammar	1	1		imago/adult			Ovaliderad	False	False	False		Artportalen	False	False
